ID,会社名,所在地,TEL,営業時間,定休日,免許,HP,備考_駐車場,貼貸_住居用,貼貸_事業用,貼貸_土地,貼貸_駐車場,売買_土地,売買_一戸建て,売買_マンション,売買_その他,URL
5597,株式会社ミライ,沖縄県与那原町与那原 1749-2,098-943-8223,月曜-金曜 09:30〜18:30土曜日 09:30〜17:00,日曜日、祝祭日,沖縄県知事免許(2)第4435号,当社ホームページはこちら,メールでのお問合せに関しまして、先着申込みや行き違いによりご迷惑をお掛けしないよう、直接お電話にてお問合せ頂けますようお願い申し上げます。駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5597
5599,株式会社イースタンブライツ,沖縄県沖縄市久保田 1-9-37 2F,098-989-1080,月ー金 09:00〜17:00土 09:00〜12:00,日曜日,沖縄県知事免許(1)第5561号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5599
5600,陸ハウジング,沖縄県南風原町山川 340-2,098-889-5002,月から土曜日 09:00〜18:30,日曜日,沖縄県知事免許(5)第3393号,当社ホームページはこちら,,4,0,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5600
5601,株式会社　MKアセットアシスタンス,沖縄県那覇市松島 1-11-11 NFレジデンス真嘉比1階,098-988-8888,09:00〜18:00,土曜、日曜、祝日、GW、年末年始,沖縄県知事免許(3)第4350号,当社ホームページはこちら,,6,1,0,1,7,0,1,1,https://www.e-uchina.net/fudosan_kaisha/5601
5602,(有)とみや不動産,沖縄県宜野湾市新城 2-44-20,098-892-1277,09:30〜17:30,日曜日　祝日,沖縄県知事免許(9)第2047号,当社ホームページはこちら,駐車場/あり 7台,9,5,3,3,4,2,0,2,https://www.e-uchina.net/fudosan_kaisha/5602
5604,有限会社三和,沖縄県うるま市石川東恩納 1681-79,098-965-1921,09:00〜18:00,年末年始、旧盆、ＧＷ,沖縄県知事免許(４)第3806号,当社ホームページはこちら,駐車場/あり,1,1,0,0,16,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5604
5605,(株)TSUHAKO OFFICE21,沖縄県宜野湾市宜野湾 1-8-9 アネックスビル3階,098-892-8123,月・火・水・木・金 10:00〜18:00,土・日・祝祭日　年末年始休み：12/30～1/5,沖縄県知事免許(3)第4422号,当社ホームページはこちら,駐車場/あり 2台,5,1,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5605
5608,株式会社ライフコーポレーション,沖縄県豊見城市宜保 3-1-1 ロイヤルビル 101,098-987-0735,10:00〜17:00,毎週水曜日、GW、お盆、年末年始,沖縄県知事免許(5)第3617号特定建設業 沖縄県知事許可(特 - 5)第10691号,当社ホームページはこちら,豊見城中央病院近く駐車場/あり 5台,0,0,0,0,3,0,0,10,https://www.e-uchina.net/fudosan_kaisha/5608
5609,(株)オアシス,沖縄県宜野湾市真栄原 3-31-21,098-890-3005,09:00〜17:30,日祝祭日,沖縄県知事免許(5)第3301号,当社ホームページはこちら,来店と物件案内・予約についてコロナ感染拡大防止のため、ご来店・お部屋のご案内については全て「予約制」とさせていただいております。事前にお電話またはメールにて、お問い合わせ・ご予約の上、ご来店下さいますようご協力をお願い申し上げます。駐車場/あり 4台,8,1,0,4,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5609
5610,株式会社ミハラホーム,沖縄県沖縄市松本 5-1-17 1F,098-939-3721,(月)～(金) 09:00〜18:00（土） 09:00〜12:00,日・祝祭日,沖縄県知事免許(2)4721号,当社ホームページはこちら,駐車場/あり 05台,3,0,0,5,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5610
5613,(株)不動産の依頼所,沖縄県浦添市当山 3-3-2,098-917-1490,月・火・木・金 09:00〜18:00 駐車場　7台～　お気軽にお問合せ下さい♪土・日 09:00〜18:00,水曜・祝日（土日は営業）年末年始　※お休みでも予約制で営業しております♪お気軽にご連絡ください★,沖縄県知事免許(2)第5175号,当社ホームページはこちら,お客様との出会いを大切に♪沖縄の不動産売買は、沖縄うまれの「不動産の依頼所」におまかせください♪♪理想の住宅に出会えるよう、不動産の依頼所が全力でサポートさせて頂きます！中古住宅・マンション・土地・新築物件など、ぜひお気軽にお問合せ下さい(^^)/駐車場/あり 7台,0,0,0,0,6,19,27,2,https://www.e-uchina.net/fudosan_kaisha/5613
5615,株式会社 空港不動産,沖縄県那覇市宮城 1-16-19 ウイングシャトウ宮城1F,098-858-9071,09:30〜19:00,日曜日,沖縄県知事免許(1)第4848号,当社ホームページはこちら,駐車場/あり 3台,2,2,0,1,5,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5615
5620,(有)あおいハウス,沖縄県沖縄市照屋 1-32-13,098-938-0208,09:00〜18:00,土・日・祝祭日,沖縄県知事免許(4)第3638号,当社ホームページはこちら,駐車場/なし,1,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5620
5622,(有)スペースプラン,沖縄県那覇市首里石嶺町 4-198 102,098-887-0099,月〜金 09:00〜17:00,土、日、祝日、お盆、年末年始,沖縄県知事免許(7)第3047号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5622
5623,株式会社　上咲組,沖縄県宜野湾市真栄原 1-21-1 カミサキベース　1F,098-870-2147,08:00〜17:00,日曜日,沖縄県知事免許（3）4346号,当社ホームページはこちら,YOUTUBEチャンネル：https://www.youtube.com/channel/UC_tAgNsTehht1b7j_fwkWmQ駐車場/あり 10台,2,1,0,0,0,0,3,0,https://www.e-uchina.net/fudosan_kaisha/5623
5627,託一不動産株式会社　美里店,沖縄県沖縄市東 2-13-5,050-1871-1568,平日 09:00〜17:45日曜日 09:00〜18:00 ※事前予約制となります,旧盆、祝祭日、土曜日・日曜日（第二日曜日のみ営業）,沖縄県知事免許(2)第4969号,当社ホームページはこちら,賃貸・売買をはじめ不動産のお悩み・ご相談はお気軽に託一不動産（株）へ。美里店は日曜日も営業中！駐車場/あり 3台,4,0,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5627
5630,合同会社 Life Labo,沖縄県沖縄市海邦 2-22-23 コーポラス大成102号室,098-952-2838,09:00〜18:00,日曜・祝祭日,沖縄県知事免許（3）第4444号,当社ホームページはこちら,mail: lifelabo@me.au-hikari.ne.jp駐車場/あり 3台,1,1,0,0,5,0,1,3,https://www.e-uchina.net/fudosan_kaisha/5630
5633,(株)松樹　コザ支店,沖縄県沖縄市上地 2-12-6,098-983-8800,09:00〜19:00,毎週日曜日・（年末年始・GW・旧盆）,沖縄県知事免許（8）第2709号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,7,5,1,5,https://www.e-uchina.net/fudosan_kaisha/5633
5636,ディ・スペック株式会社,沖縄県那覇市壺屋 1-6-2 4F,050-5434-2733,月･火･木･金･土 10:00〜19:00,毎週 水曜日・毎週 日曜日,沖縄県知事免許(4)第3815号,当社ホームページはこちら,駐車場/なし,5,3,2,2,4,4,2,1,https://www.e-uchina.net/fudosan_kaisha/5636
5639,丸将開発,沖縄県宜野湾市野嵩 1-22-10,098-987-7150,09:00〜18:00,土曜日・日曜日,沖縄県知事免許番号（4）第3996号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5639
5641,大守土地住宅,沖縄県沖縄市東 1-24-2,098-923-0693,営業A 09:00〜18:00営業B,土・日・祝祭日,沖縄県知事免許(10)第1646号,当社ホームページはこちら,,0,0,1,1,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5641
5642,(有)テレコン沖縄,沖縄県沖縄市泡瀬 6-21-13,098-934-5400,09:00〜18:00,ナシ,沖縄県知事免許(2)第4041号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5642
5645,(有)スタプランニング,沖縄県那覇市与儀 1-8-7,098-855-0655,平日・土曜日は第3 09:00〜18:00,日曜日・祝日・第1・第2・第4・第5 土曜日,沖縄県知事免許(5)第3662号,当社ホームページはこちら,駐車場/あり 1台,6,2,0,1,1,0,2,0,https://www.e-uchina.net/fudosan_kaisha/5645
5646,(株)ファミリアホーム,沖縄県糸満市西崎 2-6-1,098-894-2208,月－土 10:00〜19:00 3月は日曜・祝日営業致します。,水・日・祝日,沖縄県知事(2)第4838号,当社ホームページはこちら,駐車場/あり 2台,5,2,3,7,7,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5646
5648,沖縄土地建物(株),沖縄県沖縄市与儀 3-10-20 沖縄健康サウナ2F,098-923-3255,09:00〜18:00,日・祝祭日,沖縄県知事免許(6)第3228号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,2,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5648
5649,オロク商会 株式会社,沖縄県那覇市小禄 1-27-15,098-858-0069,09:00〜17:00,土日・祝日も営業,沖縄県知事免許(4)第4058号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,85,6,3,56,https://www.e-uchina.net/fudosan_kaisha/5649
5651,(有)永代住宅,沖縄県うるま市赤道 16-2,098-929-1122,09:00〜18:00,日・祝祭日,沖縄県知事免許(5)第3672号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5651
5653,(株)ゆいまーる不動産,沖縄県那覇市首里鳥堀町 4-43-2,098-988-0390,営業A 09:00〜18:00営業B,日曜日、祝祭日,沖縄県知事免許(4)第4029号,当社ホームページはこちら,駐車場/なし,3,0,1,1,7,1,0,1,https://www.e-uchina.net/fudosan_kaisha/5653
5654,センチュリー21南風,沖縄県那覇市樋川 2-6-10 1F,098-854-6006,月～金 09:30〜17:00 お昼休（12:00～13:00）土 09:30〜16:00 お昼休（12:00～13:00）,第2・第４土曜日・日曜日・祝祭日,沖縄県知事免許(４)第3817号,当社ホームページはこちら,※店舗隣に駐車場をご用意しております。駐車場/あり 4台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5654
5655,有限会社丸良総業,沖縄県豊見城市名嘉地 109,098-856-1155,月から金 09:00〜18:00土 09:00〜14:00,日曜日,沖縄県知事免許(8)第1602号,当社ホームページはこちら,駐車場/なし,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5655
5657,西平不動産,沖縄県那覇市真嘉比 2-2-14,098-882-3117,09:00〜18:00,日「完全休日」「土・祝日」１４時迄営業,沖縄県知事免許(5)第3454号,当社ホームページはこちら,,0,2,0,2,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5657
5659,(有)富士,沖縄県沖縄市古謝津嘉山町 33-1,098-937-8899,09:00〜18:00,土・日・祝日,沖縄県知事免許(8)第2701号,当社ホームページはこちら,駐車場/あり 20台,2,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5659
5664,アイムホーム石垣島,沖縄県石垣市新栄町 75-24,0980-83-0880,09:30〜18:00,第3土曜日・日曜日・祝祭日,沖縄県知事免許(4)第3902号,当社ホームページはこちら,,2,1,0,0,3,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5664
5665,株式会社 RYUSEI HOME,沖縄県宜野湾市真志喜 2-15-1,098-897-7011,営業A 09:00〜18:00,日曜日,沖縄県知事免許(2)第5115号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,4,1,0,1,https://www.e-uchina.net/fudosan_kaisha/5665
5672,(株)沖建住宅　本店,沖縄県那覇市首里石嶺町 4-51-2,0120-858-369,09:00〜21:00,水曜日,沖縄県知事免許(10)第1418号,当社ホームページはこちら,駐車場/あり,0,0,0,0,11,1,3,0,https://www.e-uchina.net/fudosan_kaisha/5672
5673,(株)名護さくら不動産,沖縄県名護市城 1-18-3,0980-43-0006,月ー土 09:00〜18:00,日曜日・祝祭日(臨時休業有）,沖縄県知事免許(4)第4067号,当社ホームページはこちら,駐車場/あり,8,0,0,0,12,3,0,0,https://www.e-uchina.net/fudosan_kaisha/5673
5674,(株)照正興産,沖縄県南風原町与那覇 511-1,098-888-6633,09:30〜17:00,土・日・祝,沖縄県知事免許(9)第2278号,当社ホームページはこちら,駐車場/あり 6台,54,2,0,13,2,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5674
5675,(株)住太郎ホーム,沖縄県那覇市泊 2-15-9,098-943-5077,09:30〜18:30,本社・中部支店は日曜日定休/ショールーム・住宅見学会は火・水曜日定休,沖縄県知事免許(8)第2653号,当社ホームページはこちら,駐車場/あり 63台,0,0,0,0,0,0,8,0,https://www.e-uchina.net/fudosan_kaisha/5675
5678,(株)スウィング沖縄　那覇本社,沖縄県那覇市銘苅 3-12-39,098-988-3068,月ー金 09:30〜18:30土・日・祝 10:00〜17:00,水曜・第5日曜・年末年始,沖縄県知事免許(４)第4101号,当社ホームページはこちら,新都心、トマト＆オニオン近くFM斜め向かい駐車場/あり 1台,2,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5678
5680,株式会社 サキコーポレーション,沖縄県沖縄市山内 3-23-10,098-989-5574,09:00〜17:00,日曜日/祝日,沖縄県知事免許(1)第5389号,当社ホームページはこちら,駐車場/あり 4台,12,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5680
5681,(株)テラス,沖縄県那覇市宇栄原 6-14-5 ヒロマンション 102,098-987-4030,09:00〜18:00,土曜日・日曜日・祝日・祭日,沖縄県知事免許(3)第4105号,当社ホームページはこちら,駐車場/あり 2台,9,4,2,2,15,2,1,8,https://www.e-uchina.net/fudosan_kaisha/5681
5682,(有)丸伊住建,沖縄県浦添市宮城 3-18-2,090-9657-8862,09:30〜17:00 土曜・日曜は予約制となります,土曜・日曜・祝日・年末年始,沖縄県知事免許(11)第0953号,当社ホームページはこちら,事務所　098-877-2263　　　　　　　　　　営業用　090-9657-8862　　　　　　　　不在の際は、留守番電話にお名前、連絡先を残して頂けますと、こちらから折り返し致します。駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5682
5684,中部興産(株)沖縄市本店,沖縄県沖縄市仲宗根町 24-9,098-921-3700,月-土 09:00〜17:30,日曜日,沖縄県知事免許(9)第2159号,当社ホームページはこちら,くすの木通りから沖縄市役所向け左駐車場/あり 4台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5684
5689,(有)イープ,沖縄県那覇市壺屋 1-4-5 コーポ池原１階,098-988-1664,09:00〜18:00,日曜・祝祭日・年末年始（12/28～1/5）→留守電対応有り,沖縄県知事免許(9)第2362号,当社ホームページはこちら,Ｅメール　daihyou@yeepokinawa.com駐車場/あり 3台,1,1,0,0,6,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5689
5690,エクスト,沖縄県那覇市寄宮 1-9-12 サンヴェール神原,098-987-4810,月ー金 09:00〜18:00,土曜・日曜・祝日,沖縄県知事免許(3)第4122号,当社ホームページはこちら,駐車場/あり 2台,3,1,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5690
5694,(株)ホット沖縄,沖縄県那覇市西 1-9-18,098-869-5557,09:00〜17:00,土・日・祝・正月(1～3日),沖縄県知事免許(4)第3845号,当社ホームページはこちら,駐車場/なし,1,1,0,3,1,3,2,1,https://www.e-uchina.net/fudosan_kaisha/5694
5696,米琉住宅(株),沖縄県宜野湾市大山 6-6-23,098-897-2252,09:00〜17:00,土・日・祝祭日,沖縄県知事免許(8)第2681号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5696
5699,(有)ネストハウス,沖縄県那覇市上間 294,098-832-0206,月曜日ー土曜日 09:30〜17:30日曜・祝祭日 11:00〜16:00 ※月の最終日曜日のみ営業,水曜日・日祝日,沖縄県知事免許(4)第3742号,当社ホームページはこちら,駐車場/あり 4台,8,3,1,0,4,1,0,2,https://www.e-uchina.net/fudosan_kaisha/5699
5701,(株)アイムホーム,沖縄県北谷町桑江 251-2 101,098-989-1659,月-日 09:00〜17:30営業B,毎週水曜日（ただし祝日は営業）,沖縄県知事免許（４）第４１１３号,当社ホームページはこちら,駐車場/あり 8台,0,0,0,0,6,13,0,0,https://www.e-uchina.net/fudosan_kaisha/5701
5704,(株)アイワベルデ,沖縄県那覇市天久 762-1 プラザ天久A,098-851-5433,月～金 09:30〜17:00,土日・祝祭日・年末年始,沖縄県知事免許(6)第3286号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5704
